令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
国　語,200,200,0,126.67,34.9,437209,0.6333,94,119,139,159,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
49,10354,2.97,******************,,,,,,,,,,,,,,,,,
50,4025,1.15,*******,,,,,,,,,,,,,,,,,
51,5441,1.56,*********,,,,,,,,,,,,,,,,,
52,11432,3.28,********************,,,,,,,,,,,,,,,,,
53,4519,1.3,********,,,,,,,,,,,,,,,,,
54,5389,1.54,*********,,,,,,,,,,,,,,,,,
55,11610,3.33,********************,,,,,,,,,,,,,,,,,
56,5175,1.48,*********,,,,,,,,,,,,,,,,,
57,5458,1.56,*********,,,,,,,,,,,,,,,,,
58,11717,3.36,********************,,,,,,,,,,,,,,,,,
59,5491,1.57,*********,,,,,,,,,,,,,,,,,
60,5573,1.6,**********,,,,,,,,,,,,,,,,,
61,11563,3.31,********************,,,,,,,,,,,,,,,,,
62,5513,1.58,*********,,,,,,,,,,,,,,,,,
63,5892,1.69,**********,,,,,,,,,,,,,,,,,
64,10871,3.12,*******************,,,,,,,,,,,,,,,,,
65,5387,1.54,*********,,,,,,,,,,,,,,,,,
66,5851,1.68,**********,,,,,,,,,,,,,,,,,
67,10581,3.03,******************,,,,,,,,,,,,,,,,,
68,4814,1.38,********,,,,,,,,,,,,,,,,,
69,5935,1.7,**********,,,,,,,,,,,,,,,,,
70,10139,2.91,*****************,,,,,,,,,,,,,,,,,
71,4117,1.18,*******,,,,,,,,,,,,,,,,,
72,5552,1.59,**********,,,,,,,,,,,,,,,,,
73,9960,2.85,*****************,,,,,,,,,,,,,,,,,
74,3672,1.05,******,,,,,,,,,,,,,,,,,
75,4614,1.32,********,,,,,,,,,,,,,,,,,
76,9189,2.63,****************,,,,,,,,,,,,,,,,,
77,3488,1,******,,,,,,,,,,,,,,,,,
78,3618,1.04,******,,,,,,,,,,,,,,,,,
79,8121,2.33,**************,,,,,,,,,,,,,,,,,
80,3437,0.99,******,,,,,,,,,,,,,,,,,
81,2863,0.82,*****,,,,,,,,,,,,,,,,,
82,6546,1.88,***********,,,,,,,,,,,,,,,,,
83,3126,0.9,*****,,,,,,,,,,,,,,,,,
84,2445,0.7,****,,,,,,,,,,,,,,,,,
85,4736,1.36,********,,,,,,,,,,,,,,,,,
86,2454,0.7,****,,,,,,,,,,,,,,,,,
87,2250,0.64,****,,,,,,,,,,,,,,,,,
88,3534,1.01,******,,,,,,,,,,,,,,,,,
89,1560,0.45,***,,,,,,,,,,,,,,,,,
90,2007,0.58,***,,,,,,,,,,,,,,,,,
91,2519,0.72,****,,,,,,,,,,,,,,,,,
92,708,0.2,*,,,,,,,,,,,,,,,,,
93,1592,0.46,***,,,,,,,,,,,,,,,,,
94,1698,0.49,***,,,,,,,,,,,,,,,,,
95,220,0.06,,,,,,,,,,,,,,,,,,
96,1018,0.29,**,,,,,,,,,,,,,,,,,
97,961,0.28,**,,,,,,,,,,,,,,,,,
98,119,0.03,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,562,0.16,*,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
地理総合，地理探究,100,100,0,57.48,15.85,125622,0.5748,43,53,62,71,0～28,29～36,37～44,45～53,54～61,62～69,70～76,77～83,84～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,4625,3.681679,,,,,,,,,,,,,,,,,,
0,16,0.01,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,7,0.01,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,16,0.01,,,,,,,,,,,,,,,,,,
7,7,0.01,,,,,,,,,,,,,,,,,,
8,1,0,,,,,,,,,,,,,,,,,,
9,20,0.02,,,,,,,,,,,,,,,,,,
10,26,0.02,,,,,,,,,,,,,,,,,,
11,6,0,,,,,,,,,,,,,,,,,,
12,49,0.04,,,,,,,,,,,,,,,,,,
13,69,0.05,,,,,,,,,,,,,,,,,,
14,37,0.03,,,,,,,,,,,,,,,,,,
15,84,0.07,,,,,,,,,,,,,,,,,,
16,148,0.12,*,,,,,,,,,,,,,,,,,
17,127,0.1,*,,,,,,,,,,,,,,,,,
18,137,0.11,*,,,,,,,,,,,,,,,,,
19,252,0.2,*,,,,,,,,,,,,,,,,,
20,215,0.17,*,,,,,,,,,,,,,,,,,
21,190,0.15,*,,,,,,,,,,,,,,,,,
22,364,0.29,**,,,,,,,,,,,,,,,,,
23,401,0.32,**,,,,,,,,,,,,,,,,,
24,285,0.23,*,,,,,,,,,,,,,,,,,
25,473,0.38,**,,,,,,,,,,,,,,,,,
26,644,0.51,***,,,,,,,,,,,,,,,,,
27,495,0.39,**,,,,,,,,,,,,,,,,,
28,556,0.44,***,,,,,,,,,,,,,,,,,
２段階,8326,6.627819,,,,,,,,,,,,,,,,,,
29,827,0.66,****,,,,,,,,,,,,,,,,,
30,817,0.65,****,,,,,,,,,,,,,,,,,
31,750,0.6,****,,,,,,,,,,,,,,,,,
32,1076,0.86,*****,,,,,,,,,,,,,,,,,
33,1116,0.89,*****,,,,,,,,,,,,,,,,,
34,976,0.78,*****,,,,,,,,,,,,,,,,,
35,1315,1.05,******,,,,,,,,,,,,,,,,,
36,1449,1.15,*******,,,,,,,,,,,,,,,,,
３段階,13850,11.025138,,,,,,,,,,,,,,,,,,
37,1271,1.01,******,,,,,,,,,,,,,,,,,
38,1536,1.22,*******,,,,,,,,,,,,,,,,,
39,1868,1.49,*********,,,,,,,,,,,,,,,,,
40,1551,1.23,*******,,,,,,,,,,,,,,,,,
41,1641,1.31,********,,,,,,,,,,,,,,,,,
42,2108,1.68,**********,,,,,,,,,,,,,,,,,
43,2021,1.61,**********,,,,,,,,,,,,,,,,,
44,1854,1.48,*********,,,,,,,,,,,,,,,,,
４段階,23422,18.644823,,,,,,,,,,,,,,,,,,
45,2524,2.01,************,,,,,,,,,,,,,,,,,
46,2509,2,************,,,,,,,,,,,,,,,,,
47,2125,1.69,**********,,,,,,,,,,,,,,,,,
48,2541,2.02,************,,,,,,,,,,,,,,,,,
49,2863,2.28,**************,,,,,,,,,,,,,,,,,
50,2383,1.9,***********,,,,,,,,,,,,,,,,,
51,2482,1.98,************,,,,,,,,,,,,,,,,,
52,3207,2.55,***************,,,,,,,,,,,,,,,,,
53,2788,2.22,*************,,,,,,,,,,,,,,,,,
５段階,22749,18.109089,,,,,,,,,,,,,,,,,,
54,2432,1.94,************,,,,,,,,,,,,,,,,,
55,3085,2.46,***************,,,,,,,,,,,,,,,,,
56,3083,2.45,***************,,,,,,,,,,,,,,,,,
57,2484,1.98,************,,,,,,,,,,,,,,,,,
58,3021,2.4,**************,,,,,,,,,,,,,,,,,
59,3368,2.68,****************,,,,,,,,,,,,,,,,,
60,2540,2.02,************,,,,,,,,,,,,,,,,,
61,2736,2.18,*************,,,,,,,,,,,,,,,,,
６段階,22435,17.859132,,,,,,,,,,,,,,,,,,
62,3367,2.68,****************,,,,,,,,,,,,,,,,,
63,2853,2.27,**************,,,,,,,,,,,,,,,,,
64,2313,1.84,***********,,,,,,,,,,,,,,,,,
65,3116,2.48,***************,,,,,,,,,,,,,,,,,
66,2943,2.34,**************,,,,,,,,,,,,,,,,,
67,2257,1.8,***********,,,,,,,,,,,,,,,,,
68,2517,2,************,,,,,,,,,,,,,,,,,
69,3069,2.44,***************,,,,,,,,,,,,,,,,,
７段階,15295,12.175415,,,,,,,,,,,,,,,,,,
70,2180,1.74,**********,,,,,,,,,,,,,,,,,
71,1969,1.57,*********,,,,,,,,,,,,,,,,,
72,2792,2.22,*************,,,,,,,,,,,,,,,,,
73,2330,1.85,***********,,,,,,,,,,,,,,,,,
74,1498,1.19,*******,,,,,,,,,,,,,,,,,
75,2169,1.73,**********,,,,,,,,,,,,,,,,,
76,2357,1.88,***********,,,,,,,,,,,,,,,,,
８段階,9889,7.872028,,,,,,,,,,,,,,,,,,
77,1380,1.1,*******,,,,,,,,,,,,,,,,,
78,1358,1.08,******,,,,,,,,,,,,,,,,,
79,2090,1.66,**********,,,,,,,,,,,,,,,,,
80,1473,1.17,*******,,,,,,,,,,,,,,,,,
81,758,0.6,****,,,,,,,,,,,,,,,,,
82,1376,1.1,*******,,,,,,,,,,,,,,,,,
83,1454,1.16,*******,,,,,,,,,,,,,,,,,
９段階,5031,4.004871,,,,,,,,,,,,,,,,,,
84,568,0.45,***,,,,,,,,,,,,,,,,,
85,596,0.47,***,,,,,,,,,,,,,,,,,
86,1127,0.9,*****,,,,,,,,,,,,,,,,,
87,579,0.46,***,,,,,,,,,,,,,,,,,
88,185,0.15,*,,,,,,,,,,,,,,,,,
89,560,0.45,***,,,,,,,,,,,,,,,,,
90,533,0.42,***,,,,,,,,,,,,,,,,,
91,133,0.11,*,,,,,,,,,,,,,,,,,
92,122,0.1,*,,,,,,,,,,,,,,,,,
93,303,0.24,*,,,,,,,,,,,,,,,,,
94,124,0.1,*,,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,85,0.07,,,,,,,,,,,,,,,,,,
97,75,0.06,,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,41,0.03,,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
歴史総合，日本史探究,100,100,0,56.99,15.76,114599,0.5699,42,52,61,70,0～29,30～36,37～44,45～51,52～60,61～69,70～75,76～84,85～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,3860,3.368266,,,,,,,,,,,,,,,,,,
0,18,0.02,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,6,0.01,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,6,0.01,,,,,,,,,,,,,,,,,,
7,1,0,,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
9,22,0.02,,,,,,,,,,,,,,,,,,
10,1,0,,,,,,,,,,,,,,,,,,
11,0,0,,,,,,,,,,,,,,,,,,
12,72,0.06,,,,,,,,,,,,,,,,,,
13,10,0.01,,,,,,,,,,,,,,,,,,
14,0,0,,,,,,,,,,,,,,,,,,
15,159,0.14,*,,,,,,,,,,,,,,,,,
16,23,0.02,,,,,,,,,,,,,,,,,,
17,0,0,,,,,,,,,,,,,,,,,,
18,249,0.22,*,,,,,,,,,,,,,,,,,
19,65,0.06,,,,,,,,,,,,,,,,,,
20,0,0,,,,,,,,,,,,,,,,,,
21,490,0.43,***,,,,,,,,,,,,,,,,,
22,150,0.13,*,,,,,,,,,,,,,,,,,
23,0,0,,,,,,,,,,,,,,,,,,
24,655,0.57,***,,,,,,,,,,,,,,,,,
25,322,0.28,**,,,,,,,,,,,,,,,,,
26,0,0,,,,,,,,,,,,,,,,,,
27,974,0.85,*****,,,,,,,,,,,,,,,,,
28,637,0.56,***,,,,,,,,,,,,,,,,,
29,0,0,,,,,,,,,,,,,,,,,,
２段階,7266,6.340369,,,,,,,,,,,,,,,,,,
30,1218,1.06,******,,,,,,,,,,,,,,,,,
31,1083,0.95,******,,,,,,,,,,,,,,,,,
32,0,0,,,,,,,,,,,,,,,,,,
33,1514,1.32,********,,,,,,,,,,,,,,,,,
34,1752,1.53,*********,,,,,,,,,,,,,,,,,
35,0,0,,,,,,,,,,,,,,,,,,
36,1699,1.48,*********,,,,,,,,,,,,,,,,,
３段階,14115,12.316861,,,,,,,,,,,,,,,,,,
37,2574,2.25,*************,,,,,,,,,,,,,,,,,
38,0,0,,,,,,,,,,,,,,,,,,
39,1820,1.59,**********,,,,,,,,,,,,,,,,,
40,3469,3.03,******************,,,,,,,,,,,,,,,,,
41,0,0,,,,,,,,,,,,,,,,,,
42,1763,1.54,*********,,,,,,,,,,,,,,,,,
43,4489,3.92,************************,,,,,,,,,,,,,,,,,
44,0,0,,,,,,,,,,,,,,,,,,
４段階,16391,14.302917,,,,,,,,,,,,,,,,,,
45,1782,1.55,*********,,,,,,,,,,,,,,,,,
46,5490,4.79,*****************************,,,,,,,,,,,,,,,,,
47,0,0,,,,,,,,,,,,,,,,,,
48,1603,1.4,********,,,,,,,,,,,,,,,,,
49,6076,5.3,********************************,,,,,,,,,,,,,,,,,
50,0,0,,,,,,,,,,,,,,,,,,
51,1440,1.26,********,,,,,,,,,,,,,,,,,
５段階,23695,20.676445,,,,,,,,,,,,,,,,,,
52,6680,5.83,***********************************,,,,,,,,,,,,,,,,,
53,0,0,,,,,,,,,,,,,,,,,,
54,1256,1.1,*******,,,,,,,,,,,,,,,,,
55,6825,5.96,************************************,,,,,,,,,,,,,,,,,
56,0,0,,,,,,,,,,,,,,,,,,
57,1104,0.96,******,,,,,,,,,,,,,,,,,
58,6903,6.02,************************************,,,,,,,,,,,,,,,,,
59,0,0,,,,,,,,,,,,,,,,,,
60,927,0.81,*****,,,,,,,,,,,,,,,,,
６段階,21066,18.382359,,,,,,,,,,,,,,,,,,
61,6814,5.95,************************************,,,,,,,,,,,,,,,,,
62,0,0,,,,,,,,,,,,,,,,,,
63,736,0.64,****,,,,,,,,,,,,,,,,,
64,6435,5.62,**********************************,,,,,,,,,,,,,,,,,
65,0,0,,,,,,,,,,,,,,,,,,
66,603,0.53,***,,,,,,,,,,,,,,,,,
67,6003,5.24,*******************************,,,,,,,,,,,,,,,,,
68,0,0,,,,,,,,,,,,,,,,,,
69,475,0.41,**,,,,,,,,,,,,,,,,,
７段階,11432,9.975654,,,,,,,,,,,,,,,,,,
70,5603,4.89,*****************************,,,,,,,,,,,,,,,,,
71,0,0,,,,,,,,,,,,,,,,,,
72,402,0.35,**,,,,,,,,,,,,,,,,,
73,5136,4.48,***************************,,,,,,,,,,,,,,,,,
74,0,0,,,,,,,,,,,,,,,,,,
75,291,0.25,**,,,,,,,,,,,,,,,,,
８段階,11494,10.029755,,,,,,,,,,,,,,,,,,
76,4473,3.9,***********************,,,,,,,,,,,,,,,,,
77,0,0,,,,,,,,,,,,,,,,,,
78,196,0.17,*,,,,,,,,,,,,,,,,,
79,3643,3.18,*******************,,,,,,,,,,,,,,,,,
80,0,0,,,,,,,,,,,,,,,,,,
81,129,0.11,*,,,,,,,,,,,,,,,,,
82,2989,2.61,****************,,,,,,,,,,,,,,,,,
83,0,0,,,,,,,,,,,,,,,,,,
84,64,0.06,,,,,,,,,,,,,,,,,,
９段階,5280,4.60737,,,,,,,,,,,,,,,,,,
85,2144,1.87,***********,,,,,,,,,,,,,,,,,
86,0,0,,,,,,,,,,,,,,,,,,
87,26,0.02,,,,,,,,,,,,,,,,,,
88,1526,1.33,********,,,,,,,,,,,,,,,,,
89,0,0,,,,,,,,,,,,,,,,,,
90,7,0.01,,,,,,,,,,,,,,,,,,
91,856,0.75,****,,,,,,,,,,,,,,,,,
92,0,0,,,,,,,,,,,,,,,,,,
93,2,0,,,,,,,,,,,,,,,,,,
94,475,0.41,**,,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,0,0,,,,,,,,,,,,,,,,,,
97,192,0.17,*,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,52,0.05,,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
歴史総合，世界史探究,100,100,0,66.12,17.61,69273,0.6612,50,62,72,82,0～32,33～42,43～52,53～62,63～71,72～80,81～87,88～92,93～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,2690,3.883186,,,,,,,,,,,,,,,,,,
0,9,0.01,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,0,0,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,1,0,,,,,,,,,,,,,,,,,,
6,2,0,,,,,,,,,,,,,,,,,,
7,1,0,,,,,,,,,,,,,,,,,,
8,4,0.01,,,,,,,,,,,,,,,,,,
9,7,0.01,,,,,,,,,,,,,,,,,,
10,2,0,,,,,,,,,,,,,,,,,,
11,10,0.01,,,,,,,,,,,,,,,,,,
12,11,0.02,,,,,,,,,,,,,,,,,,
13,11,0.02,,,,,,,,,,,,,,,,,,
14,19,0.03,,,,,,,,,,,,,,,,,,
15,28,0.04,,,,,,,,,,,,,,,,,,
16,32,0.05,,,,,,,,,,,,,,,,,,
17,51,0.07,,,,,,,,,,,,,,,,,,
18,63,0.09,*,,,,,,,,,,,,,,,,,
19,73,0.11,*,,,,,,,,,,,,,,,,,
20,75,0.11,*,,,,,,,,,,,,,,,,,
21,79,0.11,*,,,,,,,,,,,,,,,,,
22,97,0.14,*,,,,,,,,,,,,,,,,,
23,122,0.18,*,,,,,,,,,,,,,,,,,
24,120,0.17,*,,,,,,,,,,,,,,,,,
25,161,0.23,*,,,,,,,,,,,,,,,,,
26,191,0.28,**,,,,,,,,,,,,,,,,,
27,203,0.29,**,,,,,,,,,,,,,,,,,
28,226,0.33,**,,,,,,,,,,,,,,,,,
29,252,0.36,**,,,,,,,,,,,,,,,,,
30,241,0.35,**,,,,,,,,,,,,,,,,,
31,305,0.44,***,,,,,,,,,,,,,,,,,
32,294,0.42,***,,,,,,,,,,,,,,,,,
２段階,4762,6.874251,,,,,,,,,,,,,,,,,,
33,310,0.45,***,,,,,,,,,,,,,,,,,
34,370,0.53,***,,,,,,,,,,,,,,,,,
35,388,0.56,***,,,,,,,,,,,,,,,,,
36,430,0.62,****,,,,,,,,,,,,,,,,,
37,438,0.63,****,,,,,,,,,,,,,,,,,
38,542,0.78,*****,,,,,,,,,,,,,,,,,
39,548,0.79,*****,,,,,,,,,,,,,,,,,
40,518,0.75,****,,,,,,,,,,,,,,,,,
41,564,0.81,*****,,,,,,,,,,,,,,,,,
42,654,0.94,******,,,,,,,,,,,,,,,,,
３段階,8211,11.853102,,,,,,,,,,,,,,,,,,
43,646,0.93,******,,,,,,,,,,,,,,,,,
44,661,0.95,******,,,,,,,,,,,,,,,,,
45,696,1,******,,,,,,,,,,,,,,,,,
46,756,1.09,*******,,,,,,,,,,,,,,,,,
47,809,1.17,*******,,,,,,,,,,,,,,,,,
48,834,1.2,*******,,,,,,,,,,,,,,,,,
49,858,1.24,*******,,,,,,,,,,,,,,,,,
50,946,1.37,********,,,,,,,,,,,,,,,,,
51,1038,1.5,*********,,,,,,,,,,,,,,,,,
52,967,1.4,********,,,,,,,,,,,,,,,,,
４段階,11972,17.282346,,,,,,,,,,,,,,,,,,
53,1004,1.45,*********,,,,,,,,,,,,,,,,,
54,1112,1.61,**********,,,,,,,,,,,,,,,,,
55,1089,1.57,*********,,,,,,,,,,,,,,,,,
56,1231,1.78,***********,,,,,,,,,,,,,,,,,
57,1190,1.72,**********,,,,,,,,,,,,,,,,,
58,1185,1.71,**********,,,,,,,,,,,,,,,,,
59,1267,1.83,***********,,,,,,,,,,,,,,,,,
60,1271,1.83,***********,,,,,,,,,,,,,,,,,
61,1332,1.92,************,,,,,,,,,,,,,,,,,
62,1291,1.86,***********,,,,,,,,,,,,,,,,,
５段階,12846,18.544021,,,,,,,,,,,,,,,,,,
63,1344,1.94,************,,,,,,,,,,,,,,,,,
64,1356,1.96,************,,,,,,,,,,,,,,,,,
65,1433,2.07,************,,,,,,,,,,,,,,,,,
66,1386,2,************,,,,,,,,,,,,,,,,,
67,1482,2.14,*************,,,,,,,,,,,,,,,,,
68,1482,2.14,*************,,,,,,,,,,,,,,,,,
69,1512,2.18,*************,,,,,,,,,,,,,,,,,
70,1438,2.08,************,,,,,,,,,,,,,,,,,
71,1413,2.04,************,,,,,,,,,,,,,,,,,
６段階,12527,18.083524,,,,,,,,,,,,,,,,,,
72,1454,2.1,*************,,,,,,,,,,,,,,,,,
73,1480,2.14,*************,,,,,,,,,,,,,,,,,
74,1436,2.07,************,,,,,,,,,,,,,,,,,
75,1359,1.96,************,,,,,,,,,,,,,,,,,
76,1398,2.02,************,,,,,,,,,,,,,,,,,
77,1359,1.96,************,,,,,,,,,,,,,,,,,
78,1360,1.96,************,,,,,,,,,,,,,,,,,
79,1328,1.92,************,,,,,,,,,,,,,,,,,
80,1353,1.95,************,,,,,,,,,,,,,,,,,
７段階,8332,12.027774,,,,,,,,,,,,,,,,,,
81,1330,1.92,************,,,,,,,,,,,,,,,,,
82,1245,1.8,***********,,,,,,,,,,,,,,,,,
83,1227,1.77,***********,,,,,,,,,,,,,,,,,
84,1210,1.75,**********,,,,,,,,,,,,,,,,,
85,1091,1.57,*********,,,,,,,,,,,,,,,,,
86,1050,1.52,*********,,,,,,,,,,,,,,,,,
87,1179,1.7,**********,,,,,,,,,,,,,,,,,
８段階,4241,6.122154,,,,,,,,,,,,,,,,,,
88,905,1.31,********,,,,,,,,,,,,,,,,,
89,849,1.23,*******,,,,,,,,,,,,,,,,,
90,1132,1.63,**********,,,,,,,,,,,,,,,,,
91,819,1.18,*******,,,,,,,,,,,,,,,,,
92,536,0.77,*****,,,,,,,,,,,,,,,,,
９段階,3692,5.329637,,,,,,,,,,,,,,,,,,
93,1121,1.62,**********,,,,,,,,,,,,,,,,,
94,591,0.85,*****,,,,,,,,,,,,,,,,,
95,208,0.3,**,,,,,,,,,,,,,,,,,
96,879,1.27,********,,,,,,,,,,,,,,,,,
97,388,0.56,***,,,,,,,,,,,,,,,,,
98,118,0.17,*,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,387,0.56,***,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
旧世界史Ａ,100,97,0,44.51,19.57,167,0.4451,27,37,46,60,0～13,14～22,23～28,29～37,38～46,47～55,56～68,69～86,87～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,4,2.395209,,,,,,,,,,,,,,,,,,
0,1,0.6,****,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,0,0,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,0,0,,,,,,,,,,,,,,,,,,
7,0,0,,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
9,1,0.6,****,,,,,,,,,,,,,,,,,
10,0,0,,,,,,,,,,,,,,,,,,
11,1,0.6,****,,,,,,,,,,,,,,,,,
12,0,0,,,,,,,,,,,,,,,,,,
13,1,0.6,****,,,,,,,,,,,,,,,,,
２段階,14,8.383233,,,,,,,,,,,,,,,,,,
14,3,1.8,***********,,,,,,,,,,,,,,,,,
15,0,0,,,,,,,,,,,,,,,,,,
16,2,1.2,*******,,,,,,,,,,,,,,,,,
17,1,0.6,****,,,,,,,,,,,,,,,,,
18,1,0.6,****,,,,,,,,,,,,,,,,,
19,1,0.6,****,,,,,,,,,,,,,,,,,
20,1,0.6,****,,,,,,,,,,,,,,,,,
21,3,1.8,***********,,,,,,,,,,,,,,,,,
22,2,1.2,*******,,,,,,,,,,,,,,,,,
３段階,18,10.778443,,,,,,,,,,,,,,,,,,
23,4,2.4,**************,,,,,,,,,,,,,,,,,
24,3,1.8,***********,,,,,,,,,,,,,,,,,
25,0,0,,,,,,,,,,,,,,,,,,
26,5,2.99,******************,,,,,,,,,,,,,,,,,
27,4,2.4,**************,,,,,,,,,,,,,,,,,
28,2,1.2,*******,,,,,,,,,,,,,,,,,
４段階,30,17.964071,,,,,,,,,,,,,,,,,,
29,4,2.4,**************,,,,,,,,,,,,,,,,,
30,2,1.2,*******,,,,,,,,,,,,,,,,,
31,1,0.6,****,,,,,,,,,,,,,,,,,
32,3,1.8,***********,,,,,,,,,,,,,,,,,
33,5,2.99,******************,,,,,,,,,,,,,,,,,
34,2,1.2,*******,,,,,,,,,,,,,,,,,
35,4,2.4,**************,,,,,,,,,,,,,,,,,
36,3,1.8,***********,,,,,,,,,,,,,,,,,
37,6,3.59,**********************,,,,,,,,,,,,,,,,,
５段階,34,20.359281,,,,,,,,,,,,,,,,,,
38,4,2.4,**************,,,,,,,,,,,,,,,,,
39,0,0,,,,,,,,,,,,,,,,,,
40,6,3.59,**********************,,,,,,,,,,,,,,,,,
41,5,2.99,******************,,,,,,,,,,,,,,,,,
42,4,2.4,**************,,,,,,,,,,,,,,,,,
43,4,2.4,**************,,,,,,,,,,,,,,,,,
44,2,1.2,*******,,,,,,,,,,,,,,,,,
45,6,3.59,**********************,,,,,,,,,,,,,,,,,
46,3,1.8,***********,,,,,,,,,,,,,,,,,
６段階,28,16.766467,,,,,,,,,,,,,,,,,,
47,5,2.99,******************,,,,,,,,,,,,,,,,,
48,3,1.8,***********,,,,,,,,,,,,,,,,,
49,2,1.2,*******,,,,,,,,,,,,,,,,,
50,3,1.8,***********,,,,,,,,,,,,,,,,,
51,5,2.99,******************,,,,,,,,,,,,,,,,,
52,3,1.8,***********,,,,,,,,,,,,,,,,,
53,2,1.2,*******,,,,,,,,,,,,,,,,,
54,3,1.8,***********,,,,,,,,,,,,,,,,,
55,2,1.2,*******,,,,,,,,,,,,,,,,,
７段階,19,11.377245,,,,,,,,,,,,,,,,,,
56,4,2.4,**************,,,,,,,,,,,,,,,,,
57,0,0,,,,,,,,,,,,,,,,,,
58,0,0,,,,,,,,,,,,,,,,,,
59,1,0.6,****,,,,,,,,,,,,,,,,,
60,1,0.6,****,,,,,,,,,,,,,,,,,
61,1,0.6,****,,,,,,,,,,,,,,,,,
62,3,1.8,***********,,,,,,,,,,,,,,,,,
63,2,1.2,*******,,,,,,,,,,,,,,,,,
64,3,1.8,***********,,,,,,,,,,,,,,,,,
65,1,0.6,****,,,,,,,,,,,,,,,,,
66,2,1.2,*******,,,,,,,,,,,,,,,,,
67,1,0.6,****,,,,,,,,,,,,,,,,,
68,0,0,,,,,,,,,,,,,,,,,,
８段階,13,7.784431,,,,,,,,,,,,,,,,,,
69,2,1.2,*******,,,,,,,,,,,,,,,,,
70,0,0,,,,,,,,,,,,,,,,,,
71,0,0,,,,,,,,,,,,,,,,,,
72,1,0.6,****,,,,,,,,,,,,,,,,,
73,1,0.6,****,,,,,,,,,,,,,,,,,
74,0,0,,,,,,,,,,,,,,,,,,
75,0,0,,,,,,,,,,,,,,,,,,
76,0,0,,,,,,,,,,,,,,,,,,
