令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
国　語,200,200,0,126.67,34.9,437209,0.6333,94,119,139,159,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
65,5629,1.24,*******,,,,,,,,,,,,,,,,,
66,5949,1.31,********,,,,,,,,,,,,,,,,,
67,5714,1.26,********,,,,,,,,,,,,,,,,,
68,5390,1.19,*******,,,,,,,,,,,,,,,,,
69,5862,1.29,********,,,,,,,,,,,,,,,,,
70,5651,1.25,*******,,,,,,,,,,,,,,,,,
71,5377,1.19,*******,,,,,,,,,,,,,,,,,
72,5891,1.3,********,,,,,,,,,,,,,,,,,
73,5679,1.25,********,,,,,,,,,,,,,,,,,
74,5170,1.14,*******,,,,,,,,,,,,,,,,,
75,5615,1.24,*******,,,,,,,,,,,,,,,,,
76,5754,1.27,********,,,,,,,,,,,,,,,,,
77,5221,1.15,*******,,,,,,,,,,,,,,,,,
78,5570,1.23,*******,,,,,,,,,,,,,,,,,
79,5760,1.27,********,,,,,,,,,,,,,,,,,
80,5000,1.1,*******,,,,,,,,,,,,,,,,,
81,5440,1.2,*******,,,,,,,,,,,,,,,,,
82,5846,1.29,********,,,,,,,,,,,,,,,,,
83,4946,1.09,*******,,,,,,,,,,,,,,,,,
84,5180,1.14,*******,,,,,,,,,,,,,,,,,
85,5768,1.27,********,,,,,,,,,,,,,,,,,
86,4678,1.03,******,,,,,,,,,,,,,,,,,
87,4972,1.1,*******,,,,,,,,,,,,,,,,,
88,5840,1.29,********,,,,,,,,,,,,,,,,,
89,4509,0.99,******,,,,,,,,,,,,,,,,,
90,4540,1,******,,,,,,,,,,,,,,,,,
91,5922,1.31,********,,,,,,,,,,,,,,,,,
92,4192,0.92,******,,,,,,,,,,,,,,,,,
93,3898,0.86,*****,,,,,,,,,,,,,,,,,
94,6357,1.4,********,,,,,,,,,,,,,,,,,
95,4161,0.92,******,,,,,,,,,,,,,,,,,
96,2690,0.59,****,,,,,,,,,,,,,,,,,
97,7173,1.58,*********,,,,,,,,,,,,,,,,,
98,3407,0.75,*****,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,9008,1.99,************,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
英語（リーディング）,100,100,0,57.69,23.92,453668,0.5769,33,49,65,81,0～18,19～25,26～35,36～49,50～65,66～79,80～89,90～96,97～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,18047,3.978019,,,,,,,,,,,,,,,,,,
0,55,0.01,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,24,0.01,,,,,,,,,,,,,,,,,,
3,79,0.02,,,,,,,,,,,,,,,,,,
4,14,0,,,,,,,,,,,,,,,,,,
5,159,0.04,,,,,,,,,,,,,,,,,,
6,297,0.07,,,,,,,,,,,,,,,,,,
7,89,0.02,,,,,,,,,,,,,,,,,,
8,356,0.08,,,,,,,,,,,,,,,,,,
9,771,0.17,*,,,,,,,,,,,,,,,,,
10,318,0.07,,,,,,,,,,,,,,,,,,
11,916,0.2,*,,,,,,,,,,,,,,,,,
12,1540,0.34,**,,,,,,,,,,,,,,,,,
13,831,0.18,*,,,,,,,,,,,,,,,,,
14,1928,0.42,***,,,,,,,,,,,,,,,,,
15,2560,0.56,***,,,,,,,,,,,,,,,,,
16,1616,0.36,**,,,,,,,,,,,,,,,,,
17,2970,0.65,****,,,,,,,,,,,,,,,,,
18,3524,0.78,*****,,,,,,,,,,,,,,,,,
２段階,28848,6.358835,,,,,,,,,,,,,,,,,,
19,2580,0.57,***,,,,,,,,,,,,,,,,,
20,4163,0.92,******,,,,,,,,,,,,,,,,,
21,4194,0.92,******,,,,,,,,,,,,,,,,,
22,3644,0.8,*****,,,,,,,,,,,,,,,,,
23,5002,1.1,*******,,,,,,,,,,,,,,,,,
24,4829,1.06,******,,,,,,,,,,,,,,,,,
25,4436,0.98,******,,,,,,,,,,,,,,,,,
３段階,53833,11.866166,,,,,,,,,,,,,,,,,,
26,5410,1.19,*******,,,,,,,,,,,,,,,,,
27,5088,1.12,*******,,,,,,,,,,,,,,,,,
28,4971,1.1,*******,,,,,,,,,,,,,,,,,
29,5536,1.22,*******,,,,,,,,,,,,,,,,,
30,5254,1.16,*******,,,,,,,,,,,,,,,,,
31,5302,1.17,*******,,,,,,,,,,,,,,,,,
32,5638,1.24,*******,,,,,,,,,,,,,,,,,
33,5404,1.19,*******,,,,,,,,,,,,,,,,,
34,5645,1.24,*******,,,,,,,,,,,,,,,,,
35,5585,1.23,*******,,,,,,,,,,,,,,,,,
４段階,78509,17.305386,,,,,,,,,,,,,,,,,,
36,5475,1.21,*******,,,,,,,,,,,,,,,,,
37,5476,1.21,*******,,,,,,,,,,,,,,,,,
38,5523,1.22,*******,,,,,,,,,,,,,,,,,
39,5772,1.27,********,,,,,,,,,,,,,,,,,
40,5429,1.2,*******,,,,,,,,,,,,,,,,,
41,5558,1.23,*******,,,,,,,,,,,,,,,,,
42,5729,1.26,********,,,,,,,,,,,,,,,,,
43,5449,1.2,*******,,,,,,,,,,,,,,,,,
44,5649,1.25,*******,,,,,,,,,,,,,,,,,
45,6012,1.33,********,,,,,,,,,,,,,,,,,
46,5507,1.21,*******,,,,,,,,,,,,,,,,,
47,5698,1.26,********,,,,,,,,,,,,,,,,,
48,5800,1.28,********,,,,,,,,,,,,,,,,,
49,5432,1.2,*******,,,,,,,,,,,,,,,,,
５段階,92301,20.345494,,,,,,,,,,,,,,,,,,
50,5757,1.27,********,,,,,,,,,,,,,,,,,
51,5998,1.32,********,,,,,,,,,,,,,,,,,
52,5609,1.24,*******,,,,,,,,,,,,,,,,,
53,5836,1.29,********,,,,,,,,,,,,,,,,,
54,5933,1.31,********,,,,,,,,,,,,,,,,,
55,5650,1.25,*******,,,,,,,,,,,,,,,,,
56,5721,1.26,********,,,,,,,,,,,,,,,,,
57,5874,1.29,********,,,,,,,,,,,,,,,,,
58,5627,1.24,*******,,,,,,,,,,,,,,,,,
59,5866,1.29,********,,,,,,,,,,,,,,,,,
60,5898,1.3,********,,,,,,,,,,,,,,,,,
61,5552,1.22,*******,,,,,,,,,,,,,,,,,
62,5743,1.27,********,,,,,,,,,,,,,,,,,
63,5985,1.32,********,,,,,,,,,,,,,,,,,
64,5623,1.24,*******,,,,,,,,,,,,,,,,,
65,5629,1.24,*******,,,,,,,,,,,,,,,,,
６段階,78603,17.326106,,,,,,,,,,,,,,,,,,
66,5949,1.31,********,,,,,,,,,,,,,,,,,
67,5714,1.26,********,,,,,,,,,,,,,,,,,
68,5390,1.19,*******,,,,,,,,,,,,,,,,,
69,5862,1.29,********,,,,,,,,,,,,,,,,,
70,5651,1.25,*******,,,,,,,,,,,,,,,,,
71,5377,1.19,*******,,,,,,,,,,,,,,,,,
72,5891,1.3,********,,,,,,,,,,,,,,,,,
73,5679,1.25,********,,,,,,,,,,,,,,,,,
74,5170,1.14,*******,,,,,,,,,,,,,,,,,
75,5615,1.24,*******,,,,,,,,,,,,,,,,,
76,5754,1.27,********,,,,,,,,,,,,,,,,,
77,5221,1.15,*******,,,,,,,,,,,,,,,,,
78,5570,1.23,*******,,,,,,,,,,,,,,,,,
79,5760,1.27,********,,,,,,,,,,,,,,,,,
７段階,52179,11.501582,,,,,,,,,,,,,,,,,,
80,5000,1.1,*******,,,,,,,,,,,,,,,,,
81,5440,1.2,*******,,,,,,,,,,,,,,,,,
82,5846,1.29,********,,,,,,,,,,,,,,,,,
83,4946,1.09,*******,,,,,,,,,,,,,,,,,
84,5180,1.14,*******,,,,,,,,,,,,,,,,,
85,5768,1.27,********,,,,,,,,,,,,,,,,,
86,4678,1.03,******,,,,,,,,,,,,,,,,,
87,4972,1.1,*******,,,,,,,,,,,,,,,,,
88,5840,1.29,********,,,,,,,,,,,,,,,,,
89,4509,0.99,******,,,,,,,,,,,,,,,,,
８段階,31760,7.000714,,,,,,,,,,,,,,,,,,
90,4540,1,******,,,,,,,,,,,,,,,,,
91,5922,1.31,********,,,,,,,,,,,,,,,,,
92,4192,0.92,******,,,,,,,,,,,,,,,,,
93,3898,0.86,*****,,,,,,,,,,,,,,,,,
94,6357,1.4,********,,,,,,,,,,,,,,,,,
95,4161,0.92,******,,,,,,,,,,,,,,,,,
96,2690,0.59,****,,,,,,,,,,,,,,,,,
９段階,19588,4.317694,,,,,,,,,,,,,,,,,,
97,7173,1.58,*********,,,,,,,,,,,,,,,,,
98,3407,0.75,*****,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,9008,1.99,************,,,,,,,,,,,,,,,,,
令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
外国語,200,200,17,156.69,39.29,1321,0.7835,129,161,177,187,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,0,0,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,0,0,,,,,,,,,,,,,,,,,,
7,0,0,,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
9,0,0,,,,,,,,,,,,,,,,,,
10,0,0,,,,,,,,,,,,,,,,,,
11,0,0,,,,,,,,,,,,,,,,,,
12,0,0,,,,,,,,,,,,,,,,,,
13,0,0,,,,,,,,,,,,,,,,,,
14,0,0,,,,,,,,,,,,,,,,,,
15,0,0,,,,,,,,,,,,,,,,,,
16,0,0,,,,,,,,,,,,,,,,,,
17,1,0.08,,,,,,,,,,,,,,,,,,
18,0,0,,,,,,,,,,,,,,,,,,
19,0,0,,,,,,,,,,,,,,,,,,
20,0,0,,,,,,,,,,,,,,,,,,
21,0,0,,,,,,,,,,,,,,,,,,
22,0,0,,,,,,,,,,,,,,,,,,
23,1,0.08,,,,,,,,,,,,,,,,,,
24,1,0.08,,,,,,,,,,,,,,,,,,
25,0,0,,,,,,,,,,,,,,,,,,
26,0,0,,,,,,,,,,,,,,,,,,
27,0,0,,,,,,,,,,,,,,,,,,
28,0,0,,,,,,,,,,,,,,,,,,
29,0,0,,,,,,,,,,,,,,,,,,
30,0,0,,,,,,,,,,,,,,,,,,
31,0,0,,,,,,,,,,,,,,,,,,
32,0,0,,,,,,,,,,,,,,,,,,
33,0,0,,,,,,,,,,,,,,,,,,
34,0,0,,,,,,,,,,,,,,,,,,
35,0,0,,,,,,,,,,,,,,,,,,
36,1,0.08,,,,,,,,,,,,,,,,,,
37,0,0,,,,,,,,,,,,,,,,,,
38,4,0.3,**,,,,,,,,,,,,,,,,,
39,1,0.08,,,,,,,,,,,,,,,,,,
40,1,0.08,,,,,,,,,,,,,,,,,,
41,1,0.08,,,,,,,,,,,,,,,,,,
42,2,0.15,*,,,,,,,,,,,,,,,,,
43,0,0,,,,,,,,,,,,,,,,,,
44,0,0,,,,,,,,,,,,,,,,,,
45,1,0.08,,,,,,,,,,,,,,,,,,
46,2,0.15,*,,,,,,,,,,,,,,,,,
47,3,0.23,*,,,,,,,,,,,,,,,,,
48,1,0.08,,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,2,0.15,*,,,,,,,,,,,,,,,,,
51,0,0,,,,,,,,,,,,,,,,,,
52,2,0.15,*,,,,,,,,,,,,,,,,,
53,1,0.08,,,,,,,,,,,,,,,,,,
54,2,0.15,*,,,,,,,,,,,,,,,,,
55,3,0.23,*,,,,,,,,,,,,,,,,,
56,1,0.08,,,,,,,,,,,,,,,,,,
57,3,0.23,*,,,,,,,,,,,,,,,,,
58,4,0.3,**,,,,,,,,,,,,,,,,,
59,4,0.3,**,,,,,,,,,,,,,,,,,
60,1,0.08,,,,,,,,,,,,,,,,,,
61,1,0.08,,,,,,,,,,,,,,,,,,
62,3,0.23,*,,,,,,,,,,,,,,,,,
63,4,0.3,**,,,,,,,,,,,,,,,,,
64,4,0.3,**,,,,,,,,,,,,,,,,,
65,3,0.23,*,,,,,,,,,,,,,,,,,
66,3,0.23,*,,,,,,,,,,,,,,,,,
67,3,0.23,*,,,,,,,,,,,,,,,,,
68,2,0.15,*,,,,,,,,,,,,,,,,,
69,1,0.08,,,,,,,,,,,,,,,,,,
70,3,0.23,*,,,,,,,,,,,,,,,,,
71,1,0.08,,,,,,,,,,,,,,,,,,
72,1,0.08,,,,,,,,,,,,,,,,,,
73,2,0.15,*,,,,,,,,,,,,,,,,,
74,2,0.15,*,,,,,,,,,,,,,,,,,
75,6,0.45,***,,,,,,,,,,,,,,,,,
76,3,0.23,*,,,,,,,,,,,,,,,,,
77,1,0.08,,,,,,,,,,,,,,,,,,
78,6,0.45,***,,,,,,,,,,,,,,,,,
79,4,0.3,**,,,,,,,,,,,,,,,,,
80,5,0.38,**,,,,,,,,,,,,,,,,,
81,0,0,,,,,,,,,,,,,,,,,,
82,5,0.38,**,,,,,,,,,,,,,,,,,
83,3,0.23,*,,,,,,,,,,,,,,,,,
84,8,0.61,****,,,,,,,,,,,,,,,,,
85,4,0.3,**,,,,,,,,,,,,,,,,,
86,1,0.08,,,,,,,,,,,,,,,,,,
87,1,0.08,,,,,,,,,,,,,,,,,,
88,6,0.45,***,,,,,,,,,,,,,,,,,
89,2,0.15,*,,,,,,,,,,,,,,,,,
90,5,0.38,**,,,,,,,,,,,,,,,,,
91,2,0.15,*,,,,,,,,,,,,,,,,,
92,4,0.3,**,,,,,,,,,,,,,,,,,
93,1,0.08,,,,,,,,,,,,,,,,,,
94,6,0.45,***,,,,,,,,,,,,,,,,,
95,1,0.08,,,,,,,,,,,,,,,,,,
96,4,0.3,**,,,,,,,,,,,,,,,,,
97,1,0.08,,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,2,0.15,*,,,,,,,,,,,,,,,,,
100,5,0.38,**,,,,,,,,,,,,,,,,,
101,2,0.15,*,,,,,,,,,,,,,,,,,
102,5,0.38,**,,,,,,,,,,,,,,,,,
103,3,0.23,*,,,,,,,,,,,,,,,,,
104,2,0.15,*,,,,,,,,,,,,,,,,,
105,4,0.3,**,,,,,,,,,,,,,,,,,
106,0,0,,,,,,,,,,,,,,,,,,
107,2,0.15,*,,,,,,,,,,,,,,,,,
108,9,0.68,****,,,,,,,,,,,,,,,,,
109,6,0.45,***,,,,,,,,,,,,,,,,,
110,4,0.3,**,,,,,,,,,,,,,,,,,
111,2,0.15,*,,,,,,,,,,,,,,,,,
112,6,0.45,***,,,,,,,,,,,,,,,,,
113,2,0.15,*,,,,,,,,,,,,,,,,,
114,2,0.15,*,,,,,,,,,,,,,,,,,
115,4,0.3,**,,,,,,,,,,,,,,,,,
116,1,0.08,,,,,,,,,,,,,,,,,,
117,2,0.15,*,,,,,,,,,,,,,,,,,
118,5,0.38,**,,,,,,,,,,,,,,,,,
119,2,0.15,*,,,,,,,,,,,,,,,,,
120,4,0.3,**,,,,,,,,,,,,,,,,,
121,1,0.08,,,,,,,,,,,,,,,,,,
122,6,0.45,***,,,,,,,,,,,,,,,,,
123,5,0.38,**,,,,,,,,,,,,,,,,,
124,6,0.45,***,,,,,,,,,,,,,,,,,
125,0,0,,,,,,,,,,,,,,,,,,
126,1,0.08,,,,,,,,,,,,,,,,,,
127,4,0.3,**,,,,,,,,,,,,,,,,,
128,6,0.45,***,,,,,,,,,,,,,,,,,
129,5,0.38,**,,,,,,,,,,,,,,,,,
130,5,0.38,**,,,,,,,,,,,,,,,,,
131,7,0.53,***,,,,,,,,,,,,,,,,,
132,9,0.68,****,,,,,,,,,,,,,,,,,
133,9,0.68,****,,,,,,,,,,,,,,,,,
134,7,0.53,***,,,,,,,,,,,,,,,,,
135,7,0.53,***,,,,,,,,,,,,,,,,,
136,4,0.3,**,,,,,,,,,,,,,,,,,
137,11,0.83,*****,,,,,,,,,,,,,,,,,
138,6,0.45,***,,,,,,,,,,,,,,,,,
139,6,0.45,***,,,,,,,,,,,,,,,,,
140,4,0.3,**,,,,,,,,,,,,,,,,,
141,10,0.76,*****,,,,,,,,,,,,,,,,,
142,9,0.68,****,,,,,,,,,,,,,,,,,
143,6,0.45,***,,,,,,,,,,,,,,,,,
144,2,0.15,*,,,,,,,,,,,,,,,,,
145,6,0.45,***,,,,,,,,,,,,,,,,,
146,11,0.83,*****,,,,,,,,,,,,,,,,,
147,6,0.45,***,,,,,,,,,,,,,,,,,
148,8,0.61,****,,,,,,,,,,,,,,,,,
149,10,0.76,*****,,,,,,,,,,,,,,,,,
150,7,0.53,***,,,,,,,,,,,,,,,,,
151,2,0.15,*,,,,,,,,,,,,,,,,,
152,9,0.68,****,,,,,,,,,,,,,,,,,
153,7,0.53,***,,,,,,,,,,,,,,,,,
154,8,0.61,****,,,,,,,,,,,,,,,,,
155,10,0.76,*****,,,,,,,,,,,,,,,,,
156,5,0.38,**,,,,,,,,,,,,,,,,,
157,12,0.91,*****,,,,,,,,,,,,,,,,,
158,15,1.14,*******,,,,,,,,,,,,,,,,,
159,10,0.76,*****,,,,,,,,,,,,,,,,,
160,18,1.36,********,,,,,,,,,,,,,,,,,
161,16,1.21,*******,,,,,,,,,,,,,,,,,
162,15,1.14,*******,,,,,,,,,,,,,,,,,
163,6,0.45,***,,,,,,,,,,,,,,,,,
164,9,0.68,****,,,,,,,,,,,,,,,,,
165,17,1.29,********,,,,,,,,,,,,,,,,,
166,29,2.2,*************,,,,,,,,,,,,,,,,,
167,9,0.68,****,,,,,,,,,,,,,,,,,
168,13,0.98,******,,,,,,,,,,,,,,,,,
169,13,0.98,******,,,,,,,,,,,,,,,,,
170,13,0.98,******,,,,,,,,,,,,,,,,,
171,9,0.68,****,,,,,,,,,,,,,,,,,
172,19,1.44,*********,,,,,,,,,,,,,,,,,
173,24,1.82,***********,,,,,,,,,,,,,,,,,
174,28,2.12,*************,,,,,,,,,,,,,,,,,
175,16,1.21,*******,,,,,,,,,,,,,,,,,
176,22,1.67,**********,,,,,,,,,,,,,,,,,
177,26,1.97,************,,,,,,,,,,,,,,,,,
178,44,3.33,********************,,,,,,,,,,,,,,,,,
179,19,1.44,*********,,,,,,,,,,,,,,,,,
180,17,1.29,********,,,,,,,,,,,,,,,,,
181,12,0.91,*****,,,,,,,,,,,,,,,,,
182,54,4.09,*************************,,,,,,,,,,,,,,,,,
183,15,1.14,*******,,,,,,,,,,,,,,,,,
184,29,2.2,*************,,,,,,,,,,,,,,,,,
185,2,0.15,*,,,,,,,,,,,,,,,,,
186,42,3.18,*******************,,,,,,,,,,,,,,,,,
187,20,1.51,*********,,,,,,,,,,,,,,,,,
188,37,2.8,*****************,,,,,,,,,,,,,,,,,
189,5,0.38,**,,,,,,,,,,,,,,,,,
190,20,1.51,*********,,,,,,,,,,,,,,,,,
191,26,1.97,************,,,,,,,,,,,,,,,,,
192,55,4.16,*************************,,,,,,,,,,,,,,,,,
193,1,0.08,,,,,,,,,,,,,,,,,,
194,12,0.91,*****,,,,,,,,,,,,,,,,,
195,14,1.06,******,,,,,,,,,,,,,,,,,
196,59,4.47,***************************,,,,,,,,,,,,,,,,,
197,6,0.45,***,,,,,,,,,,,,,,,,,
198,0,0,,,,,,,,,,,,,,,,,,
199,0,0,,,,,,,,,,,,,,,,,,
200,39,2.95,******************,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
ドイツ語,200,200,41,127.24,47.14,96,0.6362,79,113,141,181,0～52,53～58,59～83,84～114,115～140,141～173,174～193,194～199,200～200
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,3,3.125,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,0,0,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,0,0,,,,,,,,,,,,,,,,,,
7,0,0,,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
9,0,0,,,,,,,,,,,,,,,,,,
10,0,0,,,,,,,,,,,,,,,,,,
11,0,0,,,,,,,,,,,,,,,,,,
12,0,0,,,,,,,,,,,,,,,,,,
13,0,0,,,,,,,,,,,,,,,,,,
14,0,0,,,,,,,,,,,,,,,,,,
15,0,0,,,,,,,,,,,,,,,,,,
16,0,0,,,,,,,,,,,,,,,,,,
17,0,0,,,,,,,,,,,,,,,,,,
18,0,0,,,,,,,,,,,,,,,,,,
19,0,0,,,,,,,,,,,,,,,,,,
20,0,0,,,,,,,,,,,,,,,,,,
21,0,0,,,,,,,,,,,,,,,,,,
22,0,0,,,,,,,,,,,,,,,,,,
23,0,0,,,,,,,,,,,,,,,,,,
24,0,0,,,,,,,,,,,,,,,,,,
25,0,0,,,,,,,,,,,,,,,,,,
26,0,0,,,,,,,,,,,,,,,,,,
27,0,0,,,,,,,,,,,,,,,,,,
28,0,0,,,,,,,,,,,,,,,,,,
29,0,0,,,,,,,,,,,,,,,,,,
30,0,0,,,,,,,,,,,,,,,,,,
31,0,0,,,,,,,,,,,,,,,,,,
32,0,0,,,,,,,,,,,,,,,,,,
33,0,0,,,,,,,,,,,,,,,,,,
34,0,0,,,,,,,,,,,,,,,,,,
35,0,0,,,,,,,,,,,,,,,,,,
36,0,0,,,,,,,,,,,,,,,,,,
37,0,0,,,,,,,,,,,,,,,,,,
38,0,0,,,,,,,,,,,,,,,,,,
39,0,0,,,,,,,,,,,,,,,,,,
40,0,0,,,,,,,,,,,,,,,,,,
41,1,1.04,******,,,,,,,,,,,,,,,,,
42,0,0,,,,,,,,,,,,,,,,,,
43,0,0,,,,,,,,,,,,,,,,,,
44,0,0,,,,,,,,,,,,,,,,,,
45,0,0,,,,,,,,,,,,,,,,,,
46,1,1.04,******,,,,,,,,,,,,,,,,,
47,1,1.04,******,,,,,,,,,,,,,,,,,
48,0,0,,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,0,0,,,,,,,,,,,,,,,,,,
51,0,0,,,,,,,,,,,,,,,,,,
52,0,0,,,,,,,,,,,,,,,,,,
２段階,6,6.25,,,,,,,,,,,,,,,,,,
53,1,1.04,******,,,,,,,,,,,,,,,,,
54,1,1.04,******,,,,,,,,,,,,,,,,,
55,1,1.04,******,,,,,,,,,,,,,,,,,
56,0,0,,,,,,,,,,,,,,,,,,
57,2,2.08,*************,,,,,,,,,,,,,,,,,
58,1,1.04,******,,,,,,,,,,,,,,,,,
３段階,12,12.5,,,,,,,,,,,,,,,,,,
59,2,2.08,*************,,,,,,,,,,,,,,,,,
60,0,0,,,,,,,,,,,,,,,,,,
61,0,0,,,,,,,,,,,,,,,,,,
62,1,1.04,******,,,,,,,,,,,,,,,,,
63,1,1.04,******,,,,,,,,,,,,,,,,,
64,1,1.04,******,,,,,,,,,,,,,,,,,
65,0,0,,,,,,,,,,,,,,,,,,
66,0,0,,,,,,,,,,,,,,,,,,
67,0,0,,,,,,,,,,,,,,,,,,
68,0,0,,,,,,,,,,,,,,,,,,
69,1,1.04,******,,,,,,,,,,,,,,,,,
70,1,1.04,******,,,,,,,,,,,,,,,,,
71,0,0,,,,,,,,,,,,,,,,,,
72,0,0,,,,,,,,,,,,,,,,,,
73,0,0,,,,,,,,,,,,,,,,,,
74,1,1.04,******,,,,,,,,,,,,,,,,,
75,1,1.04,******,,,,,,,,,,,,,,,,,
76,0,0,,,,,,,,,,,,,,,,,,
77,0,0,,,,,,,,,,,,,,,,,,
78,0,0,,,,,,,,,,,,,,,,,,
79,1,1.04,******,,,,,,,,,,,,,,,,,
80,0,0,,,,,,,,,,,,,,,,,,
81,0,0,,,,,,,,,,,,,,,,,,
82,2,2.08,*************,,,,,,,,,,,,,,,,,
83,0,0,,,,,,,,,,,,,,,,,,
４段階,17,17.708333,,,,,,,,,,,,,,,,,,
84,1,1.04,******,,,,,,,,,,,,,,,,,
85,0,0,,,,,,,,,,,,,,,,,,
86,0,0,,,,,,,,,,,,,,,,,,
87,0,0,,,,,,,,,,,,,,,,,,
88,2,2.08,*************,,,,,,,,,,,,,,,,,
89,0,0,,,,,,,,,,,,,,,,,,
90,2,2.08,*************,,,,,,,,,,,,,,,,,
91,1,1.04,******,,,,,,,,,,,,,,,,,
92,0,0,,,,,,,,,,,,,,,,,,
93,0,0,,,,,,,,,,,,,,,,,,
94,1,1.04,******,,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,1,1.04,******,,,,,,,,,,,,,,,,,
97,0,0,,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,0,0,,,,,,,,,,,,,,,,,,
101,0,0,,,,,,,,,,,,,,,,,,
102,1,1.04,******,,,,,,,,,,,,,,,,,
103,1,1.04,******,,,,,,,,,,,,,,,,,
104,0,0,,,,,,,,,,,,,,,,,,
105,1,1.04,******,,,,,,,,,,,,,,,,,
106,0,0,,,,,,,,,,,,,,,,,,
107,2,2.08,*************,,,,,,,,,,,,,,,,,
108,0,0,,,,,,,,,,,,,,,,,,
109,0,0,,,,,,,,,,,,,,,,,,
110,2,2.08,*************,,,,,,,,,,,,,,,,,
111,0,0,,,,,,,,,,,,,,,,,,
112,1,1.04,******,,,,,,,,,,,,,,,,,
113,1,1.04,******,,,,,,,,,,,,,,,,,
114,0,0,,,,,,,,,,,,,,,,,,
５段階,19,19.791666,,,,,,,,,,,,,,,,,,
115,1,1.04,******,,,,,,,,,,,,,,,,,
116,0,0,,,,,,,,,,,,,,,,,,
117,1,1.04,******,,,,,,,,,,,,,,,,,
118,4,4.17,*************************,,,,,,,,,,,,,,,,,
119,0,0,,,,,,,,,,,,,,,,,,
120,2,2.08,*************,,,,,,,,,,,,,,,,,
121,0,0,,,,,,,,,,,,,,,,,,
122,2,2.08,*************,,,,,,,,,,,,,,,,,
123,0,0,,,,,,,,,,,,,,,,,,
124,1,1.04,******,,,,,,,,,,,,,,,,,
125,0,0,,,,,,,,,,,,,,,,,,
126,0,0,,,,,,,,,,,,,,,,,,
127,0,0,,,,,,,,,,,,,,,,,,
128,1,1.04,******,,,,,,,,,,,,,,,,,
129,1,1.04,******,,,,,,,,,,,,,,,,,
130,0,0,,,,,,,,,,,,,,,,,,
131,0,0,,,,,,,,,,,,,,,,,,
132,1,1.04,******,,,,,,,,,,,,,,,,,
133,1,1.04,******,,,,,,,,,,,,,,,,,
134,0,0,,,,,,,,,,,,,,,,,,
135,1,1.04,******,,,,,,,,,,,,,,,,,
136,0,0,,,,,,,,,,,,,,,,,,
137,2,2.08,*************,,,,,,,,,,,,,,,,,
138,0,0,,,,,,,,,,,,,,,,,,
139,1,1.04,******,,,,,,,,,,,,,,,,,
140,0,0,,,,,,,,,,,,,,,,,,
